"","Enhancers","Gene_body_1","Gene_body_2","H1","HP1","Open_promoters","Pc","Low_signal","annot","annot_thr"
"lectin-33A",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"RpL9",0,0,0,0,0,0.444286,0,0.555714,"Low_signal","Open_promoters"
"Nup154",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Art8",0,0,0.02,0,0,0,0,0.98,"Low_signal","Low_signal"
"dUTPase",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"asRNA:CR45778",0,0,0.764286,0,0,0,0,0.235714,"Gene_body_2","Gene_body_2"
"Acp32CD",0,0,0,0.2,0,0,0,0.8,"Low_signal","Low_signal"
"CG14913",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG18666",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Samuel",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"CG14915",0,0,0,1,0,0,0,0,"H1","H1"
"asRNA:CR46264",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR45725",0,0,0,0.854286,0,0,0,0.145714,"H1","H1"
"CG43725",0,0,0,1,0,0,0,0,"H1","H1"
"AstC",0,0,0,0.715714,0,0,0,0.284286,"H1","H1"
"AstCC",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG16854",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Wdr59",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Ge-1",0,0,0,0,0,0.302857,0,0.697143,"Low_signal","Open_promoters"
"Reps",0,0,0,0,0,0.221429,0,0.778571,"Low_signal","Low_signal"
"l(2)gd1",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Idua",0,0,0,0,0,0.055714,0,0.944286,"Low_signal","Low_signal"
"Gr32a",0,0.035,0,0,0,0,0,0.965,"Low_signal","Low_signal"
"CG6230",0,0,0.598571,0,0,0.401429,0,0,"Gene_body_2","Gene_body_2"
"CG14921",0,0.02,0.98,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"Csl4",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Nup160",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG4751",0,0,0,0,0,0.4075,0,0.5925,"Low_signal","Open_promoters"
"RfC38",0,0,0,0,0,0.221429,0,0.778571,"Low_signal","Low_signal"
"hgo",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG31867",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Gyc32E",0.855714,0,0,0,0,0,0,0.144286,"Enhancers","Enhancers"
"CG6287",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Vm32E",0,0,0,0.335714,0,0,0,0.664286,"Low_signal","H1"
"Boh2",0,0,0,0,0,0.58,0,0.42,"Open_promoters","Open_promoters"
"Ca-beta",0,0,0,0,0,0.222857,0,0.777143,"Low_signal","Low_signal"
"lncRNA:CR43859",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"ab",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"snoRNA:Me18S-G642",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"cmet",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"cana",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG33695",0,0,0,0,0,0.5525,0,0.4475,"Open_promoters","Open_promoters"
"Ppt2",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"asRNA:CR44182",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"mre11",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"Osi21",0,0,0,0,0,0,1,0,"Pc","Pc"
"lncRNA:CR43409",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR43721",0,0,0,0,0,0,1,0,"Pc","Pc"
"lncRNA:CR44583",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR44584",0,0,0,0,0,0,1,0,"Pc","Pc"
"lncRNA:CR44585",0,0,0,0,0,0,0.542857,0.457143,"Pc","Pc"
"CG14926",0,0,0,0,0,0,1,0,"Pc","Pc"
"lncRNA:CR44586",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"salr",0,0,0,0,0,0,1,0,"Pc","Pc"
"lncRNA:CR43681",0,0,0,0,0,0,0.457143,0.542857,"Low_signal","Pc"
"salm",0,0,0,0,0,0,0.265714,0.734286,"Low_signal","Pc"
"lncRNA:CR46454",0,0,0,0,0,0,1,0,"Pc","Pc"
"CG43355",0,0,0,0,0,0,0.5175,0.4825,"Pc","Pc"
"sala",0,0,0,0,0,0,0.5175,0.4825,"Pc","Pc"
"Cog8",0,0,0,0,0,0.36,0,0.64,"Low_signal","Open_promoters"
"spz4",0.2875,0,0,0,0,0,0,0.7125,"Low_signal","Enhancers"
"Dlg5",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG4970",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG14929",0,0,0,1,0,0,0,0,"H1","H1"
"CG14930",0,0,0,1,0,0,0,0,"H1","H1"
"CG43153",0,0,0,0.605714,0,0,0,0.394286,"H1","H1"
"CG31705",0,0,0,0.007143,0,0,0,0.992857,"Low_signal","Low_signal"
"CG31706",0,0,0,1,0,0,0,0,"H1","H1"
"CG34162",0,0,0,1,0,0,0,0,"H1","H1"
"asRNA:CR42743",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG43438",0.1125,0,0,0,0,0,0,0.8875,"Low_signal","Low_signal"
"lncRNA:CR44494",0.235714,0,0,0,0,0,0,0.764286,"Low_signal","Low_signal"
"lncRNA:CR44495",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"kek2",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"Mst33A",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"lncRNA:CR44496",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Acp33A",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"spag4",0.674286,0,0,0.325714,0,0,0,0,"Enhancers","Enhancers"
"CG6614",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"CG12307",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG4983",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG43167",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR44497",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR44480",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR44479",0,0,0,0.674286,0,0,0,0.325714,"H1","H1"
"CG44477",0,0,0,1,0,0,0,0,"H1","H1"
"lncRNA:CR44481",0,0,0,1,0,0,0,0,"H1","H1"
"CG4988",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR44143",0.965,0,0,0,0,0,0,0.035,"Enhancers","Enhancers"
"lncRNA:CR44145",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Vha100-5",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"asRNA:CR44144",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG42470",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG42471",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Sfp33A1",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG14931",0,0,0,0.585,0,0,0,0.415,"H1","H1"
"CG14932",0,0,0,0,0.7975,0,0,0.2025,"HP1","HP1"
"Tsp33B",0,1,0,0,0,0,0,0,"Gene_body_1","Gene_body_1"
"CG14937",0,0,0,0,0,0.02,0,0.98,"Low_signal","Low_signal"
"snoRNA:Me18S-A934",0,0.421429,0.578571,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"crol",0,0,0,0,0.802857,0,0,0.197143,"HP1","HP1"
"CycY",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"esc",0,0,0,0,0,0.564286,0,0.435714,"Open_promoters","Open_promoters"
"CG45011",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"CG45012",0.23,0,0,0.77,0,0,0,0,"H1","H1"
"lncRNA:CR45013",0.3,0,0,0.7,0,0,0,0,"H1","H1"
"lncRNA:CR45014",0.702857,0,0,0,0,0,0,0.297143,"Enhancers","Enhancers"
"Sfp33A4",0.3925,0,0,0,0,0,0,0.6075,"Low_signal","Enhancers"
"Sfp33A2",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR43937",0,0,0,0.085714,0,0,0,0.914286,"Low_signal","Low_signal"
"Sfp33A3",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG31704",0,0,0,1,0,0,0,0,"H1","H1"
"asRNA:CR43936",0,0,0,0.41,0,0,0,0.59,"Low_signal","H1"
"CG44008",0.635714,0,0,0,0,0,0,0.364286,"Enhancers","Enhancers"
"CG14933",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"CG46426",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"CG42486",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"Mal-B1",0,0,0,0.815,0,0,0,0.185,"H1","H1"
"Mal-B2",0,0,0,0.895,0,0,0,0.105,"H1","H1"
"CG42751",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Pde1c",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"Or33a",0,0,0,0.7625,0,0,0,0.2375,"H1","H1"
"Or33b",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Or33c",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Crys",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG16964",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"mir-bft",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR43314",0.865714,0,0,0.134286,0,0,0,0,"Enhancers","Enhancers"
"CG16965",0.2725,0,0,0,0,0,0,0.7275,"Low_signal","Enhancers"
"CG6686",0,0,0,0,0,0.658571,0,0.341429,"Open_promoters","Open_promoters"
"CG34163",0,0,0,0,0,0.825,0,0.175,"Open_promoters","Open_promoters"
"dgt2",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"zuc",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"escl",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"Ada1-2",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG18789",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Qtzl",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Ada1-1",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG18787",0,0,0,0,0,0.2,0,0.8,"Low_signal","Low_signal"
"Nfs1",0,0,0,0,0,0.135,0,0.865,"Low_signal","Low_signal"
"Hacd1",0,0,0,0,0,0.905714,0,0.094286,"Open_promoters","Open_promoters"
"Rh5",0,0,0,0,0,0,1,0,"Pc","Pc"
"lncRNA:CR44588",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Wdr81",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR44587",0,0,0,0.282857,0,0,0,0.717143,"Low_signal","H1"
"dmGlut",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"CG18788",0,0.225,0,0.775,0,0,0,0,"H1","H1"
"Tom70",0,0,0,0,0,0.444286,0,0.555714,"Low_signal","Open_promoters"
"asRNA:CR46070",0,0,0,0,0,0.045,0,0.955,"Low_signal","Low_signal"
"CG6766",0,0,0,0,0.127143,0.015714,0,0.857143,"Low_signal","Low_signal"
"CG6785",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG6770",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"lncRNA:CR44589",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"Plzf",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"PLCXD",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"JhI-21",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"RpL7-like",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG34164",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Rab3-GAP",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"firl",0,0,0,0.964286,0,0,0,0.035714,"H1","H1"
"CG14947",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR44591",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR44590",0,0,0,0.428571,0,0,0.105714,0.465714,"Low_signal","H1"
"asRNA:CR44592",0,0,0,0,0,0,1,0,"Pc","Pc"
"prd",0,0,0,0,0,0,1,0,"Pc","Pc"
"lncRNA:CR44593",0,0,0,0,0,0,1,0,"Pc","Pc"
"Pex19",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR44594",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Mt2",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG6712",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Ced-12",0,0,0,0,0,0.345,0,0.655,"Low_signal","Open_promoters"
"Patsas",0,0,0,0,0,0.164286,0,0.835714,"Low_signal","Low_signal"
"ThrRS",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Rab6",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Phae1",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Phae2",0,0,0,1,0,0,0,0,"H1","H1"
"CG17211",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"rho-6",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Gr33a",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG31760",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG31861",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"ZnT33D",0.3975,0,0,0,0,0,0,0.6025,"Low_signal","Enhancers"
"CG17217",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG6583",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"crok",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"lncRNA:CR43356",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"bru1",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"atilla",0.734286,0,0,0,0,0,0,0.265714,"Enhancers","Enhancers"
"CG31759",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR45282",0,0,0,0.174286,0,0,0,0.825714,"Low_signal","Low_signal"
"lncRNA:CR45283",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG31862",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"bru2",0,0,0,0.5475,0,0,0,0.4525,"H1","H1"
"CG43813",0,0,0,0.951429,0,0,0,0.048571,"H1","H1"
"CG17010",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Pkd2",0,0,0,0.685,0,0,0,0.315,"H1","H1"
"vir-1",0.912857,0,0,0,0,0,0,0.087143,"Enhancers","Enhancers"
"Fam92",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG5446",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"Trm1",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG5435",0,0.154286,0.845714,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"snoRNA:SC35-a",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"snoRNA:SC35-b",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"eRF3",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"SC35",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"Oatp33Ea",0,0,0,0.965714,0,0,0,0.034286,"H1","H1"
"CG5421",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Oatp33Eb",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG5418",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CR17024",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"mir-967",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"t-cup",0.381429,0,0,0,0,0,0,0.618571,"Low_signal","Enhancers"
"CG43051",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"snoRNA:CG43051-a",0.98,0,0,0,0,0,0,0.02,"Enhancers","Enhancers"
"lncRNA:CR42746",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"bun",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR44598",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR44597",0,0,0,0,0,0,0.437143,0.562857,"Low_signal","Pc"
"lncRNA:CR44596",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR44595",0,0,0,0,0,0,1,0,"Pc","Pc"
"nub",0,0,0,0,0,0,1,0,"Pc","Pc"
"Ref2",0,0,0,0,0,0,1,0,"Pc","Pc"
"pdm2",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Nepl7",0,0,0,0,0,0,1,0,"Pc","Pc"
"CG6153",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CCT4",0,0,0,0,0,0.191429,0,0.808571,"Low_signal","Low_signal"
"PICK1",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"IFT43",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG5781",0,0,0,0,0,0,1,0,"Pc","Pc"
"CG17036",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG5776",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"spict",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG6180",0,0,0,0,0,0.9025,0,0.0975,"Open_promoters","Open_promoters"
"CG15484",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG5787",0,0.074286,0,0,0,0,0,0.925714,"Low_signal","Low_signal"
"MRP",0,0.1125,0,0.75,0,0,0,0.1375,"H1","H1"
"Pih1D1",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"mir-9382",0,1,0,0,0,0,0,0,"Gene_body_1","Gene_body_1"
"CG15483",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR46206",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:TS9",0.36,0,0,0,0,0,0,0.64,"Low_signal","Enhancers"
"lncRNA:CR43818",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"kek1",0,0,0,0,0,0.875714,0,0.124286,"Open_promoters","Open_promoters"
"lncRNA:CR44970",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR44971",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"ACXC",0,0,0,0.925,0,0,0,0.075,"H1","H1"
"ACXB",0,0,0,1,0,0,0,0,"H1","H1"
"ACXA",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"ACXE",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR44183",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG16800",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Vha68-2",0.805,0,0,0,0,0,0,0.195,"Enhancers","Enhancers"
"Vha68-3",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Yip1d1",0,0,0.478571,0,0,0.521429,0,0,"Open_promoters","Open_promoters"
"Vha68-1",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"Tor",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"Ube4B",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG9933",0,0,0,0,0,0.982857,0,0.017143,"Open_promoters","Open_promoters"
"CG9932",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR44197",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR45447",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR45461",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Ttc30",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG44198",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG43050",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG5122",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG9928",0.147143,0,0,0.424286,0,0,0,0.428571,"Low_signal","H1"
"CG16978",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"lncRNA:CR44199",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Pk34A",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"kmg",0,0,0,0,0.5675,0,0,0.4325,"HP1","HP1"
"Sirt1",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"DnaJ-H",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"asRNA:CR46256",0,0,1,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"CG43925",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Sfmbt",0.857143,0,0,0,0,0,0,0.142857,"Enhancers","Enhancers"
"CG5439",0.875,0,0,0,0,0,0,0.125,"Enhancers","Enhancers"
"Alg7",0,0,0,0,0,0.1175,0,0.8825,"Low_signal","Low_signal"
"Mgat3",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Rsph1",0,0,0.125,0,0,0,0,0.875,"Low_signal","Low_signal"
"CG16974",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"Edem2",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG16972",0,0,0,0,0,0.278571,0,0.721429,"Low_signal","Open_promoters"
"Pect",0,0,0,0,0,0.655,0,0.345,"Open_promoters","Open_promoters"
"CG15482",0.877143,0.122857,0,0,0,0,0,0,"Enhancers","Enhancers"
"snRNA:U2:34ABa",0.977143,0,0,0,0,0,0,0.022857,"Enhancers","Enhancers"
"kek4",0.357143,0,0,0,0,0,0,0.642857,"Low_signal","Enhancers"
"snRNA:U2:34ABb",0.75,0,0,0,0,0,0,0.25,"Enhancers","Enhancers"
"mRF1",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG9426",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"Ski6",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG16812",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG15480",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG16813",0.8225,0,0,0,0,0,0,0.1775,"Enhancers","Enhancers"
"CG16815",0,0,0,0.58,0,0,0,0.42,"H1","H1"
"Prosalpha6T",0,0,0,1,0,0,0,0,"H1","H1"
"Mabi",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG5867",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG5945",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"asRNA:CR45330",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"asRNA:CR46479",0,0,0,0.315714,0,0,0,0.684286,"Low_signal","H1"
"snRNA:U2:34ABc",0.857143,0,0,0,0,0,0,0.142857,"Enhancers","Enhancers"
"snRNA:U5:34A",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"CG16820",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"l(2)k05911",0,0,0,1,0,0,0,0,"H1","H1"
"Naa20B",0,0,0,1,0,0,0,0,"H1","H1"
"CG31730",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"CG44085",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"CG31848",0,0,0,1,0,0,0,0,"H1","H1"
"asRNA:CR44083",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Drep4",0,0,0,0,0,0.802857,0,0.197143,"Open_promoters","Open_promoters"
"Uvrag",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"asRNA:CR44972",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG31729",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG16824",0,0,0,1,0,0,0,0,"H1","H1"
"CG16825",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG43779",0,0,0,1,0,0,0,0,"H1","H1"
"hbt",0,0,0,0,0,0.255714,0,0.744286,"Low_signal","Open_promoters"
"CG16826",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG9395",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG9377",0,0,0,1,0,0,0,0,"H1","H1"
"Nnp-1",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG6523",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"Tap42",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG31855",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"ND-B22",0,0,0.014286,0,0,0,0,0.985714,"Low_signal","Low_signal"
"Bdp1",0,0,0,0,0,0.985714,0,0.014286,"Open_promoters","Open_promoters"
"CG6565",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG9302",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"beta'COP",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"loqs",0,0,0.12,0,0,0.88,0,0,"Open_promoters","Open_promoters"
"asRNA:CR44599",0,0.281429,0.718571,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"Ing5",0,0,0.874286,0,0,0,0,0.125714,"Gene_body_2","Gene_body_2"
"CG7099",0,0,1,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"RpL24",0,0,0,0,0,0.955714,0,0.044286,"Open_promoters","Open_promoters"
"CG16957",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG10859",0,0,0,0,0.194286,0,0,0.805714,"Low_signal","Low_signal"
"CG7110",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"asRNA:CR44600",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Vm34Ca",0,0,0.098571,0,0,0,0,0.901429,"Low_signal","Low_signal"
"CG16848",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG16956",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG42784",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG43850",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Tehao",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"asRNA:CR45683",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Hacd2",0,0,0,0,0,0.355714,0,0.644286,"Low_signal","Open_promoters"
"Hsp60D",0,0,0,0,0.004286,0,0,0.995714,"Low_signal","Low_signal"
"CG42809",0,0,0,0,0,0.4925,0,0.5075,"Low_signal","Open_promoters"
"lncRNA:CR45684",0,0,0,0,0,0.278571,0,0.721429,"Low_signal","Open_promoters"
"CG42810",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG46308",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"CG33640",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG33641",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG33642",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG33643",0,0,0,1,0,0,0,0,"H1","H1"
"CG33644",0,0,0,1,0,0,0,0,"H1","H1"
"CG33645",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG15638",0,0,0,0.174286,0,0,0,0.825714,"Low_signal","Low_signal"
